id,name,business_id,user_id,stars,date,text,useful,cool,funny
161,Perbacco,61,161,4.5,2018-4-29,"Service is great. Got the veal appetizer and the burata. Which I enjoyed. The burata didn't have a strong truffle taste that I was hoping for.",1,11,4
162,Nico,62,162,4.5,2017-6-2,"Very small but cozy restaurant. I liked cocktail menu made with a real book as a part of cover.  Cocktail was good (I asked something like mojito which wasn't on the menu) but not out of the world...\n\nI thought pasta was overpriced.... same for mashed potatoes.. I guess the flavor of food was pretty well-balanced but not very memorable..especially for the price.\nComplimentary bread was warm and OK.",77,1,6
163,"Mourad Restaurant",63,163,5,2017-11-17,"Oh yes\, it's a Michelin starred restaurant and it's nice inside and people are dressed nicely but they technically don't have a dress code so they were extremely nice and accommodating\, even though we were not dressed for the occasion. I would recommend dressing nicer though...Oh\, we brought a baby too.  No high chairs\, but they were fine with us clipping on a high chair on our booth table.  There were a few other tables who brought kids too\, so it's not unheard of\, but I wouldn't exactly call it a kid-friendly restaurant.",4,4,3
164,"5A5 Steak Lounge",64,164,4.5,2016-5-13,"Unfortunately we didn't want to splurge on A5 wagyu this past weekend and settled for 32 oz of bone in rib eye. Steak was juicy and flavorful but I thought it was undercooked. We asked for medium rare. Truffle Mac and cheese was good. Creamy spinach was really good. Total was $120 without tip for steak and 2 sides and we were really fully\, barely able to finish the steak between the two of us. (Maybe cuz we were so full coming from a beer festival\, hehe) \n Overall\, great steakhouse and great service. Will be back to try that A5 tho!!",9,2,5
165,Prospect,65,165,5,2017-1-18,"Stopped by Prospect after work with some coworkers for dinner while traveling. Ordered the special for the day: lamb chops with battered tomatoes and shishito peppers. Overall\, solid food but portions were pretty small. \n Would come again.",20,1,1
166,"Trou Normand",66,166,5,2015-8-12,"Great ambiance\, fine service\, and the food was excellent.\nWe were taken care of from the start.\nAperitif and then charcuterie to start us off while sipping cocktails - recommended the Jersey city!!\nMeat was cooked to perfection (Denver steak) too. \nDefinitely a must for for all meat lovers in SF\, we will be back.",17,0,0
167,"The Rotunda",67,167,4,2017-9-16,"What can be more elegant than dining in the Rotunda with a beautiful colored glass dome with full glass windows extending down to the street that frames a view of Union Square.  For the best view\, request a table at the side facing the Square. We were for a birthday celebration and our party of 10 were seated in a private room on the side near the bar. Highly recommend.",40,0,0
168,Pabu,68,168,3,2018-2-29,"Some food on the menu list are good and some are not. I just found it mediocre and not really worth it for the price. It is just more on their presentation and the great atmosphere\, I think. Though\, they have a large selection of alcohol.  Atmosphere and décor are high end\, ambiance is great but their price point is just too much for me. They could still do better though cause You can get much better sushi elsewhere in the city and still have the same high quality service\, amazing presentation and great atmosphere\, while maintaining the quality\, flavor and freshness of the food.",8,0,0
169,Cockscomb,69,169,3,2018-12-21,"For the price compared to quality I would come back only for the steak and kale salad and not go overboard with sides.",3,3,4
170,"Tadich Grill",70,170,3,2015-6-2,"TLDR: bland\, overpriced\, heavily sauced\, dated",4,2,1
171,"Gaspar Brasserie",71,171,3,2015-11-27,"Pretty disappointed in the experience. We were four people and three mains out of four were either with surprise (eg. fish dish had ham in it) or not very good quality. Chicken dish was very dense and heavy. Although\, I will admit that the portions were pretty big. The restaurant has an ambiance that tries to position it as a high end so I expected it to be smaller portions but perhaps more well done. But\, it could just be my expectation.",14,9,5
172,"Cafe Claude",72,172,2,2014-4-1,"Very pretentious. Drinks ok\, Steak Fritters\, well steak was chewy. Desert like warm. At best. Supposed to be served hot. Very disappointing to say least. Band was great!!! Good Jazzmusic.",2,0,0
173,"Town Hall",73,173,2,2017-11-15,"This is a great spot! I loved the pimento cheese and the jalapeño corn bread. The ambiance is nice for business or leisure. I would like to see more vegetarian entrees on their menu as I only saw the farro vegetable dish.",25,0,0
174,"Salt House",74,174,1,2017-11-10,"Ordered shrimp salad. Terrible. Vegetables were not fresh\, rotten lettuce\, tones of dressing..  none of the courses we ordered was good. Huge disappointment.",43,1,0
175,Bouche,75,175,5,2016-11-7,"Woohoo! I finally got to try Bouche after eyeing it on Yelp for years. I met up with a friend who happened to suggest Bouche for dinner and it was an excellent choice. He lives nearby and had been there several times before. He explained that they have a small\, rotating menu and each item on the menu is reliably tasty. For the food quality and the convenient central location\, Bouche is definitely 5*.",3,1,0
176,Kusakabe,76,176,5,2018-1-12,"Pretty affordable Omakase dinner compared to some of the equivalent restaurants in NYC. The BEST piece here was the kinki which was a torched fatty sea perch -- absolutely amazing! \nAlso their soup that comes as part of the Omakase petite special was off the heezy. Would go back in a heartbeat!",27,0,0
177,"Gary Danko",77,177,5,2015-12-6,"Don't come here. This is my spot\, and I don't need y'all yuppies booking our table. Stick to your farm to table BS and your fancy cocktails. Leave my nice glass of wine and perfectly cooked quail in peace.\nI kid (but not really). Best meal we've had in the Bay.",0,0,1
178,Californios,78,178,5,2014-1-16,"AMAZING EXPERIENCE! It is definitely on the pricier side but the overall experience is so worth it. 3 hours and 16 course meal. You will be full haha and you have the option to pair it with drinks. Without the drink pairing\, it's about $177/per person. \nYou will not be disappointed. Great service and amazing food!",137,0,0
179,Acquerello,79,179,1,2016-2-21,"For the money\, this restaurant is a hard pass. We had the four course meal\, and every dish was unremarkable. Included the Gnocci\, eal\, scallops\, lamb\, fois gras\, and short rib. The cheese course was dull and lacked interesting accoutrements. Wine was fine\, coffee course was terrible. All in all\, very disappointed in the food.",31,2,4
180,Ju-ni,80,180,5,2016-3-29,"Okay\, this has officially become my favorite sushi restaurant in the Bay Area - I will DEFINITELY come back [once I save up enough money to afford this place again]. \n It is definitely on the pricey side. We got the omakase + extended omakase\, and it came to about $240 a person including tip/tax. \nRegarding the fish selection\, some of the nigiri pieces were AMAZING\, I was completely blown away! I'm normally not a huge fan of uni\, but their Hokkaido uni was so delicious. However\, at the same time\, some selections were just so-so. For example\, their tuna hand-roll with pickled takuan was somewhat disappointing. I felt like the tuna was a little too cold and would've tasted a lot better at room temperature. Same with a couple of other pieces...",35,1,3
181,"Lazy Bear",81,181,5,2017-10-15,"I am so glad we listened to our friend's recommendation because Lazy Bear was truly a phenomenal and delicious experience from start to end. I love the communal table idea because it did feel like they were hosting a big family dinner. It was a refreshing experience chatting with people seating next to us who all came for the same thing we did - amazing food and drinks. I am a sucker for New American cuisine because (if done correctly) the usage of simple ingredients with modernized cooking techniques can make a dish taste so complex. And Lazy Bear totally killed it that night. My taste buds were in heaven that night.\n Everything was good but I wanted to highlight my favorites of the night\, the crab toast (I will never look at crab toast the same way)\, Mandarin scallops\, sunchocked chicken fat potatoes with caviar and last night not least the butternut donuts with pickled cranberry jam. Those donuts were life changing,  I could have eaten at least a dozen more.\n Another thing I would like to point out was the amazing chefs and staff. You guys honestly made this dining experience much more complete with your stellar service. Keep doing what you are doing! We will return hopefully sometime soon!",0,1,0
182,Benu,82,182,3.5,2015-9-9,"Benu was a miss for me (which I hate typing since the bf treated me out to dinner here for my bday last year.) The service was impeccable and the presentation beautiful but... unfortunately I didn't feel like I was wowed by any particular dish. It felt sort of like... overpriced Asian food. WHICH TO BE FAIR\, I understand it's elevated and also I have a general dislike of Americanized Asian food so take this review as you well but... I was really hoping for this to be more of a mind blowing experience since it was a three Michelin Star restaurant. I feel like cooked Asian food usually has a strong flavor profile but the dishes here fell flat. It was disappointing since this place is so highly rated.",45,1,5
183,"Ijji Sushi",83,183,5,2016-7-30,"Phenomenal Omakase experience at Ijji Sushi last night. Exquisitely delicious\, fresh and authentic. I will certainly be back!",5,0,0
184,OzaOza,84,184,5,2017-4-10,"This is one of the best Japanese Kaiseki I've had in San Francisco.  Chef Tetsu creates a different seasonal menu each month and each dish is a work of art! Everything is so pretty and I almost don't want to put it inside my mouth! Every bite is so delicious and fresh. The restaurant is tiny\, only has 8 seating\, it's cozy and service is attentive.\nI am just surprised that it doesn't have that many reviews\, I guess because it's still relatively new (just opened less than two years ago). It's still a hidden gem",2,1,0
185,Omakase,85,185,5,2016-12-22,"Omakase is a gem. The food is great\, but the service was the cherry-on-top of a great night. Literally the best service I have ever experienced. It's much better than other fine dining restaurants i've tried.\n Me and my girlfriends ordered the Yamato ($200) and a bottle of sake. Our bill with tip came out to $300 per person. Pricey- but you get what you pay for. The quality is over the top amazing! Shout out to Chef Jackson\, Chef Tora\, Gary & Kiki because they made our entire experience so memorable. From the moment we walked in\, they took care of us with such detail and genuine kindness.\nWe were lucky to get reservations less than a week in advance. The restaurant is pretty small and intimate. It would be great for a date night\, though I don't recommend for groups larger than 4. We had 4 girls and that was already pretty tight. \nOverall\, I absolutely loved it here. I would 100% recommend this restaurant to others.",33,2,3
186,Hinata,86,186,4,2015-1-19,"This place was really something. Thank you again to my fellow Yelpers!!! I've never seen such a miraculous place. I got a seat at the bar (just me) and I'm sure glad I did. The sushi is amazing!! They have a very unique approach to serving their food.. So intimate and classy. The food is super fresh and they really add their own unique 'Hinata' touch to it. Loved it! I recommend the black sesame ice cream for desert. I will definitely be back!!!",9,1,0
187,"Wako Japanese Restaurant",87,187,5,2017-10-2,"I have a soft spot in my heart for Wako because it was my first Michelin-starred restaurant and my first omakase menu when I moved to the Bay Area three years ago. I loved everything they served at that time\, including my first monkfish liver and an extraordinary chawanmushi (also my first) topped with uni. As a result\, I was afraid to go back for fear that things wouldn't be as good as I remembered them and I would be horribly disappointed. Thankfully\, I was wrong\, and when I went back at the end of June it was just as good.\nAmbiance and Service: It's a small\, warm space\, with lots of wood. Welcoming and relaxing rather than intimidating. We were a few minutes early for our reservation\, but were greeted and seated immediately. I prefer table seating because I don't like making conversation or reacting to food in front of the person who prepared it (just in case something isn't great). There's also a bar for those who prefer to watch the chef at work.\nThe staff is friendly\, deft\, and efficient\, working as a team to quietly tend to things before you even notice you need something. There was even a designated server whose job appeared to be just keeping an eye on things and swooping in to replace dropped napkins\, etc. Again\, all without being overly precious or intimidating the way upscale dining can be. My partner secretly told them it was my birthday\, but they didn't make an embarrassing scene\, which I hate. Instead\, they simply wished me a happy birthday by name when placing the dessert\, and threw a small handful of birthday confetti. I appreciated the reserve. \nOverall\, Wako continues to offer a pleasurable\, memorable\, and superior dining experience for a surprisingly good price\, especially in comparison to other SF omakase spots.",28,1,0
188,"Atelier Crenn",88,188,5,2017-8-16,"Wow.  Dining at Atelier Crenn was truly an experience.  From the poetic menu to the beautifully executed dishes to all of the special little touches\, this was a dining experience that you have to see for yourself!",0,0,0
189,Khai,89,189,5,2017-10-23,"Phenomenal dinner at Khai!\nAnother great experience at this wonderful restaurant.  Chef Khai is truly an artist!  Every single dish is a work of art. Not only it's eye pleasing\, it smells and tastes wonderful.\nI highly recommend this place.",6,0,1
190,"Keiko à Nob Hill",90,190,3,2015-12-27,"Came here for my birthday celebration. The service here is impeccably great. The servers are attentive. How ever the food is just ok. The uni wasn't very good this time around\, I liked it when they served it infused with the smoked cherry blossoms. My favorite meal was the peach 4 ways. The foie gras was cooked well with great flavor as well.  I wish everything else had the depth and flavor like these dishes. Everything else was just ok\, not much depth. The cook on everything was good. But I was just disappointed. I remember this place being so amazingly blind blowing good. I hate to give this review but I really was very disappointed.",0,0,0
191,Quince,91,191,5,2017-7-10,"This is our favorite place to celebrate a special occasion\, service is always warm\, friendly\, and professional. The food is decadent without being too rich\, and it all feels very upscale without being pretentious. I've never left here feeling hungry\, but if you feel like 12 small courses won't fill you up\, take advantage of the extra serving of bread that's offered mid meal. This was our third visit to Quince\, and it continues to surprise and impress\, I look forward to our next reason to celebrate here.",6,0,0
192,"Roka Akor",92,192,5,2017-10-28,"My absolute favorite restaurant in San Francisco! \n Everything about this restaurant is perfect in my eyes! The location\, the decor\, the stellar service and of course the AMAZING food!\n I lucked out and found this place for a company Christmas party about 4-5 years ago. At the time\, it was for a lunch outing for about less than 30 people. Their service and food impressed me so much I have been a loyal customer since then.\n My fiancée and I try to go here as much as we can! We usually sit in a corner spot near the Robata grill & chefs so we can watch all the action. The head chef Roman Petry is German and cooks in a Japanese restaurant! He's fabulous! As well as Michael Oh both of them exemplify high food standards and are always very friendly and always engaging in conversation! \n I'm telling you\, your missing out if you do not visit this restaurant at least once!",1,0,0
193,"Kiss Seafood",93,193,5,2014-9-2,"There were individual hand written post it's with the specials on EVERY SINGLE MENU. Even if the food wasn't delicious (it was!) that alone is so extra (and bonus very perfect printing) it's worth coming here. Maybe not the most friendly service\, but I prefer that to nosy servers that ask unnecessary personal questions that have nothing to do with my diet or preferences. I didn't appreciate the soupy stuff as much as other people did when I venture back next time I'll prob opt for sushi a la carte vs omakase.",20,0,0
194,"An Japanese Restaurant",94,194,4,2018-6-5,"Very good little sushi place in Japantown.  Surprisingly it's not that crowded.  I would recommend the omakase.",0,0,0
195,Spruce,95,195,5,2015-5-9,"Excellent!! Super great tasting food\, great service (and sommelier)\, great intimate ambiance\, and just a great time!!",0,0,0
196,"Alexander's Steakhouse",96,196,1,2016-12-21,"I was not a fan of this place. The service was BAD. It took at least 15 minutes to be asked if I wanted a cocktail or water. The presentation was bad. I was shocked. The Wagyu steak I order looked like a slug on a small plate. I have heard many great reviews about this place\, 'wow' 'amazing'\, but I just couldn't see it. I wish I could say I would go back but...no...that's not happening.",0,0,0
197,"Sons & Daughters",97,197,5,2016-6-15,"Service. Was. Divine.\n Decor. Was. Spectacular. \n Plating. Was. Dazzling. \n All in all - Dinner. Was. Ab-so-lute-ly. Fantastic. \n Sons & Daughters is more than just a tiny Michelin starred restaurant. They are a restaurant that embraces an ever-changing menu movement comprised of both seasonal and local ingredients. And to be honest\, why wouldn't they want to do so. San Francisco is blessed to have so many amazing purveyors in the Bay Area that it would be a waste if not taken advantage of. \n And even with all that has been said\, my review cannot and will not do them justice. If anything\, just take my advice and book a reservation and enjoy!",1,1,0
198,Boulevard,98,198,5,2018-3-27,"Great experience here on a Saturday night.  This was one of the few places in SF I had been intending to get to for years\, I had only heard good things\, and had never gone to for whatever reason and it certainly did not disappoint.  Service was great\, laid back but at the same time the second you need something they were right there. \nOur waiter had fantastic recommendations for wine and also did a great job of explaining how the filet mignon would normally be cooked so my pregnant wife could order accordingly so it wouldn't be undercooked yet also so it wasn't completely destroyed by overcooking such a great piece of meat.  \n I was also surprised that the pork chop that I ordered would normally be cooked medium-rare with significant pink which is not how I typically like my pork\, so by telling me that and having a conversation about it I knew that medium-well for me would be the right order and both came cooked perfectly.  A great example of wait staff working with the customer and the cooks applying that information in perfect harmony you just don't always see.\n Long story short\, I would highly recommend Boulevard\, and fortunately it is not an impossible reservation to get and I would say that the quality significantly exceeds the typical price point in SF for what you get.",1,0,0
199,"Eight Tables by George Chen",99,199,5,2015-10-24,"When you're paying anything over $100 for food\, the rest of the money is going towards your 'experience' more than anything else.\n And it was quite the experience.  I'm not so much into fine dining as of late\, but Eight Tables is definitely worth trying once.  We were seated in a super spacious booth (probably room for 5 though we were a party of 2).  The spaciousness really gives you the impression of private dining.  We started off the meal with a complementary glass of champagne and when we told our sommelier we didn't really drink\, he graciously brought us sparkling lemonade.  The potential embarrassment of drinking a kiddie beverage was tempered by the fact that he put as much effort in explaining the origins of the lemonade as he did the wines. \n You can find sample menus online - I won't go into detail for every dish\, but the highlights were definitely the Barbecue Shao Kao (crispy animal skin never disappoints)\, Foie Gras Potsticker\, and the tiny petit fours they served after the main dessert.  I wasn't too hot on the main dessert (Winter Melon Confit) - I thought it needed the addition of something more textural\, but everything else was a hit with me and my dinner-mate.  I love when I can taste the thought someone has put into the food\, whether it was the delightful addition of candied shiitake or the kumquat marmalade made in house.  It's the small things that make a dish. \n Our servers were amazing\, just the right amount of casualness to make us comfortable.  Everyone was friendly\, but also quite knowledgeable about the food being served.",17,0,0
200,Jardiniere,100,200,4,2015-1-12,"This place was wonderful. I had a great view of the restaurant/bar. I was seated quickly. The hostess/waiters were prompt and polite. I had the foie gras and the alaskan salmon. Both were wonderful. The only con I have to say is the proportions were somewhat small (reason for the 4 stars). The atmosphere was chic. I'll be back.",22,2,2
201,Tacorea,1,201,5,2017-10-31,"This place is AMAZING! The fusion combination between Korean and Mexican\, admittedly\, sounds strange\, but man\, it just works perfectly! The marinated Korean meats fit perfect into a burrito.  We tried it all... the California Burrito. The Ricardo. The spicy pork bowl and the Tater Tot Nachoooooooos with Bulgogi\, WOW (somewhere Napolean Dynamite is drooling).",24,0,0
202,"El Farolito",4,202,4,2016-1-27,"Just good food.  Super authentic\, amazing burritos that they make right in front of you.  We tried the carne asada super burrito and it was great!  It had a kick to it\, but was really\, really good. The environment was a lot of fun\, too!  Straightforward\, fun\, and real.  Someone stood up in the middle of the restaurant and started playing cantina music on a guitar and singing.  Awesome experience!",7,0,0
203,"The Bird",6,203,5,2018-7-16,"Came here for lunch on a weekday and the line was out the door (of course)\, but also moved very quickly. You order at the counter and then wait to pick up your sandwich which was all a very quick process.\nThe sandwich is really good and the chicken is very crispy. Unfortunately I don't work too close to here or else I'd be going back more often.",40,1,3
204,Fayala,10,204,2,2016-3-4,"went at 12.30PM and so many empty in buffet. Asked the counter lady and she didn't respond. Also for the few foods\, there was no name tag. Whatever i got\, taste also very bad. I visited so many times and got free food also after 10 times. But nowadays this restaurant becoming worst.",13,6,7
205,Tselogs,13,205,2,2016-9-9,"Tselogs is now considered a local chain of authentic Filipin@ restaurants.  However\, this location is less then desirable unless you happen to be from the Union Square / Tenderknob area or coming in from a night of partying. The reason being is that this location is relatively smaller than almost all other locations in Daly City.  The price may be a little different considering the location and while portions have gotten smaller over the years\, the portions here are a little more slight.  The restaurant seems to have been converted from a sushi restaurant which is necessarily conducive to Filipin@ food. If you really want to experience this restaurant\, this wouldn't be the best location.",12,1,3
206,"Tacos Club",16,206,3,2014-11-3,"Let's face it\, none of us would come here sober or during the light of day. I would probably come back late night if I'm ever in the area and too lazy to trek to Mission though.",8,1,1
207,"Mae Krua",19,207,4.5,2016-5-23,"I always judge a Thai restaurant based on how spicy they can make their food but not mask the flavors of the ingredients. Let me just say that Chef Anucha knows his spices. It's been sometime since I've had food this spicy and flavorful at the same time. Thoroughly enjoyed every spoonful of my meal here. Will definitely be back!",9,1,2
208,Tempest,22,208,5,2017-10-31,"This is my favorite dive bar in SF. Cheapest drinks in the city. Justin is a dope bartender and super friendly. Get some food. It's better than you think it is. Look\, if your girl is fancy\, she might not like it. But then again...  she'll never know till she tries try it. Y'all should give it a shot. And have a shot - of Jim Beam... with a PBR. Only $5!!",43,10,9
209,Taboun,25,209,4,"Tiny little restaurant with good food. I got the Dolmas\, Baba Ghanoush and the lamb beef schwarma. Liked the mural on the food.",review,29,2,4
210,Barcha,28,210,5,2015-1-8,"This restaurant is located close to the Embarcadero in the financial district. The best part about this restaurant is that they have happy hour. My favorite from the many plates that they served was the croquettes. Next up is their salmon. They make it perfectly\, crispy skin and tender and juicy inside. They serve most of their plates tapa style\, so it's perfect for sharing with family. They also have very many cocktails that you should try. My favorite was the Marbella. To end it all\, you should order their desserts. The service is exceptional.",36,1,5
211,"Lao Table",31,211,4.5,2015-3-27,"Beautiful spot\, cute\, and romantic\, attentive service\, beautiful servers and bartenders work here.",17,1,1
212,"Akiko’s Restaurant",34,212,5,2014-11-16,"Omg!! I'm from Toronto and there is a huge selection of sushi but this place far exceeds it! Their selection is fresh and delightful. We had made reservations and by 6 the place was packed. It is a small tucked in restaurant. We even had a hard time finding the sign and kept walking past it. Again if you're looking for fresh sashimi and sushi this is where you need to go. Price is mid to a little upper but you get what you paid for. Oh and the waiters were always available and they were spot on with refilling our water!",1,34,2
213,"Takoba SF",37,213,5,2016-3-17,"Definitely worth the wait! This place surprised me because all of the rolls were delicious! They are the best that I've ever had. Great price for the quality! They nailed the sushi rice --it tastes great and there is a thinner layer of it. Also\, there isn't too much extra sauce on top of it to mask the taste of the fish. For two people\, we got three rolls: Oban\, John Collins\, and Minna. I highly recommend all of them. Perfection!",5,1,1
214,"The Pink Elephant Alibi",40,214,1,2017-11-15,"If I could rate this place zero stars I absolutely would. I came here on a Thursday evening and was appalled at how bad the service was. The bar was busy but nothing out of the ordinary for a Thursday evening in SOMA. It took THIRTY MINUTES or more to get one drink and that is not an exaggeration at all. Once one person in our group got the bartender's attention we all ordered drinks to attempt to get our drinks quicker. Overall it was a horrible experience.",7,2,1
215,Bask,43,215,5,2014-12-14,"It was my first time here. I wanted to try something new. I loved it. Very chic. Cool atmosphere. The pink sangria was wonderful. Very fruity and fresh. The service was very on top. I loved the duck Foie Gras. I was impressed. I'll be back for lunch.",8,3,3
216,Delarosa,46,216,5,2017-9-20,"This is one of my favorite places to eat in the city. Amazing and kind staff\, craft cocktails\, and such delicious food. It's always busy\, so it can get really loud as most tables are communal. Seating at the bar or outside is best when it comes to the ambience and noise level.",6,0,7
217,Aquitaine,49,217,3,2016-6-10,"I feel a little guilty about giving 3 stars. The reason is because of the excellent service but slightly disappointing food. Our waiter was fantastic with a wine recommendation\, and he was attentive all evening. The chef was wonderful too\, providing a complimentary shoe of fries\, which we were erring on the side of not ordering. They were good! A little thinner and more cooked than I would have liked\, but it was a sweet gesture. Overall there was such a comfy and welcoming feel.",17,0,2
218,"Kokkari Estiatorio",52,218,5,2015-6-6,"I had a great dining experience at Kokkari. The food was amazing and the vibes were nice.",2,2,3
219,"The House",55,219,5,2014-5-12,"Best meal in SF I've had yet. This review is long overdue! I made a reservation and came here with 2 friends on a week night. When we got there around 6\, it was still fairly empty. We got seated at a table furthest away from the door and were given menus. After some deliberations\, we went with the sea bass\, the pork chop\, and the special\, which was the short ribs - Korean style.",4,0,3
220,"Bluestem Brasserie",58,220,2,2016-5-23,"The WORST place EVER. I wasnt really satisfied their service and complain about that to a manager named John. He didnt even asked me why I was dissatisfied but said 'oh\, Im sorry go hear that you had a bad service'. He  didn't even ask me what and how the service was bad. He literally didnt want to know to improve it\, but said just sorry to wrap the situation up quick and simple. I am truly regretful every penny and minute spent there. Will NOT RECOMMEND for the poor quality of service from LOW QUALITY manager and staff.",40,0,0
221,Perbacco,61,221,4,2016-1-24,"Good Italian food that's not too costly for 4 star restaurant in downtown SF.\n Octopus was grilled perfectly with beans and olive oil.  Cippino was tasty with taste of saffron\, though I wish their ingredients was more bountiful.",38,0,21
222,"5A5 Steak Lounge",64,222,2,2016-8-1,"Overall\, the food was good but nothing spectacular. The service was also just OK\, which sucks because when you're paying a good amount of money\, you expect good service. I accidentally spilled wine on myself in front of our server and she didn't even offer me anything to wipe it down. She gave me a weird look and just walked away.  ",0,0,0
223,"The Rotunda",67,223,2,2015-7-5,"TLDR: If you come here\, come with the right expectations. You will pay through the nose for poor service and extremely sub par food. Is the rotunda ambiance worth it? Check out the pictures and decide for yourself.",2,2,5
224,"Tadich Grill",70,224,5,2017-12-7,"It's a San Francisco institution! Oldest restaurant not just in the city but in the whole strange! This place is a must go iconic San Francisco spots to dine at. Old school interior vibe\, waiters in white coats and great service! \nThey do not accept reservations so be prepared to wait\, but honestly all the times I've been the wait has not been too bad even during peak times. The waiters are great at keeping things morning and they work quick. \nThe food is really good. I've had mostly seafood when dining here but the steaks and pasta are great as well. \nThis is for sure a must go to if visiting San Francisco!",451,0,0
225,"Town Hall",73,225,4.5,2014-5-31,"Ate at Town Hall w/ a client this past week. This was my first time eating here\, and I think my assistant picked the place based on the proximity to both my and my client's offices. I hadn't done much research of the menu ahead of arriving\, and I was catching up with a client that I hadn't spoken to in a while\, so I ended up panicking a bit when it came time to order. My client chose the fried chicken sandwich\, which the waitress mentioned was their signature dish and staple of the restaurant since it opened in 2003. After asking for a couple other recommendations to avoid being unoriginal and getting the same thing as my client\, I too chose the fried chicken sandwich\, given the other suggested options would have caused me to swell up like a puffer fish (due to my seafood allergy). She did also recommend the duck confit (which sounded a bit heavy for what I was up for that day)\, the Salmon\, and the Fried Cod Po'Boy.",7,0,0
226,Kusakabe,76,226,4,2016-5-21,"Super belated review for Kusakabe. I came here within a year of its opening\, so it was a looooong time ago\, obviously. Kusakabe definitely serves the highest of high end sushi. It's expensive\, to be sure. But man oh man\, you will enjoy every piece. The most memorable for me was actually the 'deep sea' uni\, which is very different from regular uni (if you can call uni regular at all). Deep sea uni tastes like an... UNI CLOUD! It's delicious! It's like a cotton candy fluff with 10x the uni flavor. SO YUM. The only reason I cannot give Kusakabe 5 stars is because of the price. For $100\, you will leave hungry.",4,4,12
227,Acquerello,79,227,5,2018-12-7,"Superb service with native Italian speaking servers. We had a very late reservation so they were out of osetra. The foie was sweet with strawberry and nasturtiums (one of my favorite herbs). I had the nettle pasta which was different. Tried a bit of the lobster gnocchi but it was fishy or just too pungent for me. Scallops were a little cold for a hot plate. Cheese assortment was very impressive and so were the desserts. Loved all the end of meal treats and the biscotti they give you as a parting gift.",384,208,73
228,Benu,82,228,5,2016-3-8,"I say this is a must try\, especially for those willing to stretch their minds on 'modern' Asian cuisine.  Of all the versions I've seen of this cuisine\, Benu is the best so far at stretching the imagination while remaining true to the traditional dish.  It probably helped us understand the menu better after speaking with Chef Lee and would recommend doing so if possible.  Granted\, given the $295/person charge\, I'd say save this place for special occasions\, and with people who are somewhat foodies or like super super fancy places.  Definitely worth a try if you live in the Bay Area.",75,0,2
229,Omakase,85,229,5,2015-10-23,"Everything from the the intimate seating to the preparation of the fish was incredible! I came here for Mothers Day with parents and sister\, and had forgotten to tell the restaurant we were celebrating an occasion. They graciously procured a signed card and bouquet of flowers for my mom out of thin air! I really appreciated this kind gesture - service and decor is definitely a 5/5 here.",37,0,0
230,"Atelier Crenn",88,230,2,2015-8-1,"Okay\, the yelp reviews are exaggerated. If you're thinking about spending over $700 on food\, do not book this. So many great Michelin star restaurants in SF\, this one will not blow you away. \n Came here for my anniversary because I thought it would be cool to support a female chef. We need to support women and need more female chefs! So I'm sad that her food creations disappointed me. I think most yelp reviewers feel obligated to leave a good review to feel better for paying so much at this place or they have simply not dined at other restaurants in that price range. \nWhy I disliked my experience:\n - the food combinations did not go well together. They sound and look good\, but don't taste well. It was the first time I threw up after a fine-dining experience in particular it was her fish egg dish that had some weird combinations on and made me throw up the next morning. \n - the place was SO loud. Not intimate and romantic at all. If you want a romantic atmosphere do not book. \n - I thought the poetry thing that she does where she doesn't put the menu on the table but poems and as a riddle you have to try to make sense of it\, was boring. I just wanted to know the dishes I was expecting\, the poems thing was pretentious and it wasn't even witty. Nothing related to the food. \n- considering the price range\, it was definitely not worth it. I advise you to take the money and book another restaurant with a nicer atmosphere and better food.",42,1,1
231,Quince,91,231,5,2015-9-7,"Quince epitomizes San Francisco fine dining at its best and I am so happy that this was my first three Michelin star experience.  It was just perfect in every way.\n On food\, the vegetables steal the show!!!  It's the ultimate in farm to table (produce is sourced from a local farm that they control) and you can taste the freshness from the peas to the regular and white asparagus to the kale chip to the beets. \nHospitality was just outstanding and even though I did not have the wine pairing\, the bartender created non-alcoholic beverages that paired perfectly with the dishes.  The attention to detail is noteworthy\, especially with the plates and the utensils. Quince also did something special for me - they set a table for me in the kitchen during my pasta portion. It was incredible - the kitchen was a well oiled machine with several dedicated stations and the Chef in charge signed my menu.  Ambiance was just perfect - it's elegant and classic.  I also got treats on my way out.  Highly\, highly recommended.  I can't wait to come back.",2,0,0
232,"An Japanese Restaurant",94,232,4,2015-4-15,"One of the best Japanese restaurant we have ever had. We have been to Morimoto in Napa and this place is up to par in regards to the food. The Omakase I think was better at An than Morimoto. The place is small but if you are craving for authentic Japanese food this is the place to go.",1,0,0
